"","date","common_holiday"
"2869",2008-11-29,"Non-holiday"
"2870",2008-11-30,"Non-holiday"
"2871",2008-12-01,"Non-holiday"
"2872",2008-12-02,"Non-holiday"
"2873",2008-12-03,"Non-holiday"
"2874",2008-12-04,"Non-holiday"
"2875",2008-12-05,"Non-holiday"
"2876",2008-12-06,"Non-holiday"
"2877",2008-12-07,"Non-holiday"
"2878",2008-12-08,"Non-holiday"
"2879",2008-12-09,"Non-holiday"
"2880",2008-12-10,"Non-holiday"
"2881",2008-12-11,"Non-holiday"
"2882",2008-12-12,"Non-holiday"
"2883",2008-12-13,"Non-holiday"
"2884",2008-12-14,"Non-holiday"
"2885",2008-12-15,"Non-holiday"
"2886",2008-12-16,"Non-holiday"
"2887",2008-12-17,"Non-holiday"
"2888",2008-12-18,"Non-holiday"
"2889",2008-12-19,"Non-holiday"
"2890",2008-12-20,"Non-holiday"
"2891",2008-12-21,"Non-holiday"
"2892",2008-12-22,"Non-holiday"
"2893",2008-12-23,"Non-holiday"
"2894",2008-12-24,"Holiday"
"2895",2008-12-25,"Holiday"
"2896",2008-12-26,"Holiday"
"2897",2008-12-27,"Non-holiday"
"2898",2008-12-28,"Non-holiday"
"2899",2008-12-29,"Non-holiday"
"2900",2008-12-30,"Non-holiday"
"2901",2008-12-31,"Non-holiday"
"2902",2009-01-01,"Holiday"
"2903",2009-01-02,"Holiday"
"2904",2009-01-03,"Non-holiday"
"2905",2009-01-04,"Non-holiday"
"2906",2009-01-05,"Non-holiday"
"2907",2009-01-06,"Non-holiday"
"2908",2009-01-07,"Non-holiday"
"2909",2009-01-08,"Non-holiday"
"2910",2009-01-09,"Non-holiday"
"2911",2009-01-10,"Non-holiday"
"2912",2009-01-11,"Non-holiday"
"2913",2009-01-12,"Non-holiday"
"2914",2009-01-13,"Non-holiday"
"2915",2009-01-14,"Non-holiday"
"2916",2009-01-15,"Non-holiday"
"2917",2009-01-16,"Non-holiday"
"2918",2009-01-17,"Non-holiday"
"2919",2009-01-18,"Non-holiday"
"2920",2009-01-19,"Holiday"
"2921",2009-01-20,"Non-holiday"
"2922",2009-01-21,"Non-holiday"
"2923",2009-01-22,"Non-holiday"
"2924",2009-01-23,"Non-holiday"
"2925",2009-01-24,"Non-holiday"
"2926",2009-01-25,"Non-holiday"
"2927",2009-01-26,"Non-holiday"
"2928",2009-01-27,"Non-holiday"
"2929",2009-01-28,"Non-holiday"
"2930",2009-01-29,"Non-holiday"
"2931",2009-01-30,"Non-holiday"
"2932",2009-01-31,"Non-holiday"
"2933",2009-02-01,"Non-holiday"
"2934",2009-02-02,"Non-holiday"
"2935",2009-02-03,"Non-holiday"
"2936",2009-02-04,"Non-holiday"
"2937",2009-02-05,"Non-holiday"
"2938",2009-02-06,"Non-holiday"
"2939",2009-02-07,"Non-holiday"
"2940",2009-02-08,"Non-holiday"
"2941",2009-02-09,"Non-holiday"
"2942",2009-02-10,"Non-holiday"
"2943",2009-02-11,"Non-holiday"
"2944",2009-02-12,"Non-holiday"
"2945",2009-02-13,"Non-holiday"
"2946",2009-02-14,"Non-holiday"
"2947",2009-02-15,"Non-holiday"
"2948",2009-02-16,"Holiday"
"2949",2009-02-17,"Non-holiday"
"2950",2009-02-18,"Non-holiday"
"2951",2009-02-19,"Non-holiday"
"2952",2009-02-20,"Non-holiday"
"2953",2009-02-21,"Non-holiday"
"2954",2009-02-22,"Non-holiday"
"2955",2009-02-23,"Non-holiday"
"2956",2009-02-24,"Non-holiday"
"2957",2009-02-25,"Non-holiday"
"2958",2009-02-26,"Non-holiday"
"2959",2009-02-27,"Non-holiday"
"2960",2009-02-28,"Non-holiday"
"2961",2009-03-01,"Non-holiday"
"2962",2009-03-02,"Non-holiday"
"2963",2009-03-03,"Non-holiday"
"2964",2009-03-04,"Non-holiday"
"2965",2009-03-05,"Non-holiday"
"2966",2009-03-06,"Non-holiday"
"2967",2009-03-07,"Non-holiday"
"2968",2009-03-08,"Non-holiday"
"2969",2009-03-09,"Non-holiday"
"2970",2009-03-10,"Non-holiday"
"2971",2009-03-11,"Non-holiday"
"2972",2009-03-12,"Non-holiday"
"2973",2009-03-13,"Non-holiday"
"2974",2009-03-14,"Non-holiday"
"2975",2009-03-15,"Non-holiday"
"2976",2009-03-16,"Non-holiday"
"2977",2009-03-17,"Non-holiday"
"2978",2009-03-18,"Non-holiday"
"2979",2009-03-19,"Non-holiday"
"2980",2009-03-20,"Non-holiday"
"2981",2009-03-21,"Non-holiday"
"2982",2009-03-22,"Non-holiday"
"2983",2009-03-23,"Non-holiday"
"2984",2009-03-24,"Non-holiday"
"2985",2009-03-25,"Non-holiday"
"2986",2009-03-26,"Non-holiday"
"2987",2009-03-27,"Non-holiday"
"2988",2009-03-28,"Non-holiday"
"2989",2009-03-29,"Non-holiday"
"2990",2009-03-30,"Non-holiday"
"2991",2009-03-31,"Non-holiday"
"2992",2009-04-01,"Non-holiday"
"2993",2009-04-02,"Non-holiday"
"2994",2009-04-03,"Non-holiday"
"2995",2009-04-04,"Non-holiday"
"2996",2009-04-05,"Non-holiday"
"2997",2009-04-06,"Non-holiday"
"2998",2009-04-07,"Non-holiday"
"2999",2009-04-08,"Non-holiday"
"3000",2009-04-09,"Non-holiday"
"3001",2009-04-10,"Non-holiday"
"3002",2009-04-11,"Non-holiday"
"3003",2009-04-12,"Non-holiday"
"3004",2009-04-13,"Non-holiday"
"3005",2009-04-14,"Non-holiday"
"3006",2009-04-15,"Non-holiday"
"3007",2009-04-16,"Non-holiday"
"3008",2009-04-17,"Non-holiday"
"3009",2009-04-18,"Non-holiday"
"3010",2009-04-19,"Non-holiday"
"3011",2009-04-20,"Non-holiday"
"3012",2009-04-21,"Non-holiday"
"3013",2009-04-22,"Non-holiday"
"3014",2009-04-23,"Non-holiday"
"3015",2009-04-24,"Non-holiday"
"3016",2009-04-25,"Non-holiday"
"3017",2009-04-26,"Non-holiday"
"3018",2009-04-27,"Non-holiday"
"3019",2009-04-28,"Non-holiday"
"3020",2009-04-29,"Non-holiday"
"3021",2009-04-30,"Non-holiday"
"3022",2009-05-01,"Non-holiday"
"3023",2009-05-02,"Non-holiday"
"3024",2009-05-03,"Non-holiday"
"3025",2009-05-04,"Non-holiday"
"3026",2009-05-05,"Non-holiday"
"3027",2009-05-06,"Non-holiday"
"3028",2009-05-07,"Non-holiday"
"3029",2009-05-08,"Non-holiday"
"3030",2009-05-09,"Non-holiday"
"3031",2009-05-10,"Non-holiday"
"3032",2009-05-11,"Non-holiday"
"3033",2009-05-12,"Non-holiday"
"3034",2009-05-13,"Non-holiday"
"3035",2009-05-14,"Non-holiday"
"3036",2009-05-15,"Non-holiday"
"3037",2009-05-16,"Non-holiday"
"3038",2009-05-17,"Non-holiday"
"3039",2009-05-18,"Non-holiday"
"3040",2009-05-19,"Non-holiday"
"3041",2009-05-20,"Non-holiday"
"3042",2009-05-21,"Non-holiday"
"3043",2009-05-22,"Non-holiday"
"3044",2009-05-23,"Non-holiday"
"3045",2009-05-24,"Non-holiday"
"3046",2009-05-25,"Holiday"
"3047",2009-05-26,"Non-holiday"
"3048",2009-05-27,"Non-holiday"
"3049",2009-05-28,"Non-holiday"
"3050",2009-05-29,"Non-holiday"
"3051",2009-05-30,"Non-holiday"
"3052",2009-05-31,"Non-holiday"
"3053",2009-06-01,"Non-holiday"
"3054",2009-06-02,"Non-holiday"
"3055",2009-06-03,"Non-holiday"
"3056",2009-06-04,"Non-holiday"
"3057",2009-06-05,"Non-holiday"
"3058",2009-06-06,"Non-holiday"
"3059",2009-06-07,"Non-holiday"
"3060",2009-06-08,"Non-holiday"
"3061",2009-06-09,"Non-holiday"
"3062",2009-06-10,"Non-holiday"
"3063",2009-06-11,"Non-holiday"
"3064",2009-06-12,"Non-holiday"
"3065",2009-06-13,"Non-holiday"
"3066",2009-06-14,"Non-holiday"
"3067",2009-06-15,"Non-holiday"
"3068",2009-06-16,"Non-holiday"
"3069",2009-06-17,"Non-holiday"
"3070",2009-06-18,"Non-holiday"
"3071",2009-06-19,"Non-holiday"
"3072",2009-06-20,"Non-holiday"
"3073",2009-06-21,"Non-holiday"
"3074",2009-06-22,"Non-holiday"
"3075",2009-06-23,"Non-holiday"
"3076",2009-06-24,"Non-holiday"
"3077",2009-06-25,"Non-holiday"
"3078",2009-06-26,"Non-holiday"
"3079",2009-06-27,"Non-holiday"
"3080",2009-06-28,"Non-holiday"
"3081",2009-06-29,"Non-holiday"
"3082",2009-06-30,"Non-holiday"
"3083",2009-07-01,"Non-holiday"
"3084",2009-07-02,"Non-holiday"
"3085",2009-07-03,"Holiday"
"3086",2009-07-04,"Holiday"
"3087",2009-07-05,"Non-holiday"
"3088",2009-07-06,"Non-holiday"
"3089",2009-07-07,"Non-holiday"
"3090",2009-07-08,"Non-holiday"
"3091",2009-07-09,"Non-holiday"
"3092",2009-07-10,"Non-holiday"
"3093",2009-07-11,"Non-holiday"
"3094",2009-07-12,"Non-holiday"
"3095",2009-07-13,"Non-holiday"
"3096",2009-07-14,"Non-holiday"
"3097",2009-07-15,"Non-holiday"
"3098",2009-07-16,"Non-holiday"
"3099",2009-07-17,"Non-holiday"
"3100",2009-07-18,"Non-holiday"
"3101",2009-07-19,"Non-holiday"
"3102",2009-07-20,"Non-holiday"
"3103",2009-07-21,"Non-holiday"
"3104",2009-07-22,"Non-holiday"
"3105",2009-07-23,"Non-holiday"
"3106",2009-07-24,"Non-holiday"
"3107",2009-07-25,"Non-holiday"
"3108",2009-07-26,"Non-holiday"
"3109",2009-07-27,"Non-holiday"
"3110",2009-07-28,"Non-holiday"
"3111",2009-07-29,"Non-holiday"
"3112",2009-07-30,"Non-holiday"
"3113",2009-07-31,"Non-holiday"
"3114",2009-08-01,"Non-holiday"
"3115",2009-08-02,"Non-holiday"
"3116",2009-08-03,"Non-holiday"
"3117",2009-08-04,"Non-holiday"
"3118",2009-08-05,"Non-holiday"
"3119",2009-08-06,"Non-holiday"
"3120",2009-08-07,"Non-holiday"
"3121",2009-08-08,"Non-holiday"
"3122",2009-08-09,"Non-holiday"
"3123",2009-08-10,"Non-holiday"
"3124",2009-08-11,"Non-holiday"
"3125",2009-08-12,"Non-holiday"
"3126",2009-08-13,"Non-holiday"
"3127",2009-08-14,"Non-holiday"
"3128",2009-08-15,"Non-holiday"
"3129",2009-08-16,"Non-holiday"
"3130",2009-08-17,"Non-holiday"
"3131",2009-08-18,"Non-holiday"
"3132",2009-08-19,"Non-holiday"
"3133",2009-08-20,"Non-holiday"
"3134",2009-08-21,"Non-holiday"
"3135",2009-08-22,"Non-holiday"
"3136",2009-08-23,"Non-holiday"
"3137",2009-08-24,"Non-holiday"
"3138",2009-08-25,"Non-holiday"
"3139",2009-08-26,"Non-holiday"
"3140",2009-08-27,"Non-holiday"
"3141",2009-08-28,"Non-holiday"
"3142",2009-08-29,"Non-holiday"
"3143",2009-08-30,"Non-holiday"
"3144",2009-08-31,"Non-holiday"
"3145",2009-09-01,"Non-holiday"
"3146",2009-09-02,"Non-holiday"
"3147",2009-09-03,"Non-holiday"
"3148",2009-09-04,"Non-holiday"
"3149",2009-09-05,"Non-holiday"
"3150",2009-09-06,"Non-holiday"
"3151",2009-09-07,"Holiday"
"3152",2009-09-08,"Non-holiday"
"3153",2009-09-09,"Non-holiday"
"3154",2009-09-10,"Non-holiday"
"3155",2009-09-11,"Non-holiday"
"3156",2009-09-12,"Non-holiday"
"3157",2009-09-13,"Non-holiday"
"3158",2009-09-14,"Non-holiday"
"3159",2009-09-15,"Non-holiday"
"3160",2009-09-16,"Non-holiday"
"3161",2009-09-17,"Non-holiday"
"3162",2009-09-18,"Non-holiday"
"3163",2009-09-19,"Non-holiday"
"3164",2009-09-20,"Non-holiday"
"3165",2009-09-21,"Non-holiday"
"3166",2009-09-22,"Non-holiday"
"3167",2009-09-23,"Non-holiday"
"3168",2009-09-24,"Non-holiday"
"3169",2009-09-25,"Non-holiday"
"3170",2009-09-26,"Non-holiday"
"3171",2009-09-27,"Non-holiday"
"3172",2009-09-28,"Non-holiday"
"3173",2009-09-29,"Non-holiday"
"3174",2009-09-30,"Non-holiday"
"3175",2009-10-01,"Non-holiday"
"3176",2009-10-02,"Non-holiday"
"3177",2009-10-03,"Non-holiday"
"3178",2009-10-04,"Non-holiday"
"3179",2009-10-05,"Non-holiday"
"3180",2009-10-06,"Non-holiday"
"3181",2009-10-07,"Non-holiday"
"3182",2009-10-08,"Non-holiday"
"3183",2009-10-09,"Non-holiday"
"3184",2009-10-10,"Non-holiday"
"3185",2009-10-11,"Non-holiday"
"3186",2009-10-12,"Non-holiday"
"3187",2009-10-13,"Non-holiday"
"3188",2009-10-14,"Non-holiday"
"3189",2009-10-15,"Non-holiday"
"3190",2009-10-16,"Non-holiday"
"3191",2009-10-17,"Non-holiday"
"3192",2009-10-18,"Non-holiday"
"3193",2009-10-19,"Non-holiday"
"3194",2009-10-20,"Non-holiday"
"3195",2009-10-21,"Non-holiday"
"3196",2009-10-22,"Non-holiday"
"3197",2009-10-23,"Non-holiday"
"3198",2009-10-24,"Non-holiday"
"3199",2009-10-25,"Non-holiday"
"3200",2009-10-26,"Non-holiday"
"3201",2009-10-27,"Non-holiday"
"3202",2009-10-28,"Non-holiday"
"3203",2009-10-29,"Non-holiday"
"3204",2009-10-30,"Non-holiday"
"3205",2009-10-31,"Non-holiday"
"3206",2009-11-01,"Non-holiday"
"3207",2009-11-02,"Non-holiday"
"3208",2009-11-03,"Non-holiday"
"3209",2009-11-04,"Non-holiday"
"3210",2009-11-05,"Non-holiday"
"3211",2009-11-06,"Non-holiday"
"3212",2009-11-07,"Non-holiday"
"3213",2009-11-08,"Non-holiday"
"3214",2009-11-09,"Non-holiday"
"3215",2009-11-10,"Non-holiday"
"3216",2009-11-11,"Non-holiday"
"3217",2009-11-12,"Non-holiday"
"3218",2009-11-13,"Non-holiday"
"3219",2009-11-14,"Non-holiday"
"3220",2009-11-15,"Non-holiday"
"3221",2009-11-16,"Non-holiday"
"3222",2009-11-17,"Non-holiday"
"3223",2009-11-18,"Non-holiday"
"3224",2009-11-19,"Non-holiday"
"3225",2009-11-20,"Non-holiday"
"3226",2009-11-21,"Non-holiday"
"3227",2009-11-22,"Non-holiday"
"3228",2009-11-23,"Non-holiday"
"3229",2009-11-24,"Non-holiday"
"3230",2009-11-25,"Non-holiday"
"3231",2009-11-26,"Holiday"
"3232",2009-11-27,"Holiday"
"3233",2009-11-28,"Non-holiday"
"3234",2009-11-29,"Non-holiday"
"3235",2009-11-30,"Non-holiday"
"3236",2009-12-01,"Non-holiday"
"3237",2009-12-02,"Non-holiday"
"3238",2009-12-03,"Non-holiday"
"3239",2009-12-04,"Non-holiday"
"3240",2009-12-05,"Non-holiday"
"3241",2009-12-06,"Non-holiday"
"3242",2009-12-07,"Non-holiday"
"3243",2009-12-08,"Non-holiday"
"3244",2009-12-09,"Non-holiday"
"3245",2009-12-10,"Non-holiday"
"3246",2009-12-11,"Non-holiday"
"3247",2009-12-12,"Non-holiday"
"3248",2009-12-13,"Non-holiday"
"3249",2009-12-14,"Non-holiday"
"3250",2009-12-15,"Non-holiday"
"3251",2009-12-16,"Non-holiday"
"3252",2009-12-17,"Non-holiday"
"3253",2009-12-18,"Non-holiday"
"3254",2009-12-19,"Non-holiday"
"3255",2009-12-20,"Non-holiday"
"3256",2009-12-21,"Non-holiday"
"3257",2009-12-22,"Non-holiday"
"3258",2009-12-23,"Non-holiday"
"3259",2009-12-24,"Holiday"
"3260",2009-12-25,"Holiday"
"3261",2009-12-26,"Non-holiday"
"3262",2009-12-27,"Non-holiday"
"3263",2009-12-28,"Non-holiday"
"3264",2009-12-29,"Non-holiday"
"3265",2009-12-30,"Non-holiday"
"3266",2009-12-31,"Non-holiday"
"3267",2010-01-01,"Holiday"
"3268",2010-01-02,"Non-holiday"
"3269",2010-01-03,"Non-holiday"
"3270",2010-01-04,"Non-holiday"
"3271",2010-01-05,"Non-holiday"
"3272",2010-01-06,"Non-holiday"
"3273",2010-01-07,"Non-holiday"
"3274",2010-01-08,"Non-holiday"
"3275",2010-01-09,"Non-holiday"
"3276",2010-01-10,"Non-holiday"
"3277",2010-01-11,"Non-holiday"
"3278",2010-01-12,"Non-holiday"
"3279",2010-01-13,"Non-holiday"
"3280",2010-01-14,"Non-holiday"
"3281",2010-01-15,"Non-holiday"
"3282",2010-01-16,"Non-holiday"
"3283",2010-01-17,"Non-holiday"
"3284",2010-01-18,"Holiday"
"3285",2010-01-19,"Non-holiday"
"3286",2010-01-20,"Non-holiday"
"3287",2010-01-21,"Non-holiday"
"3288",2010-01-22,"Non-holiday"
"3289",2010-01-23,"Non-holiday"
"3290",2010-01-24,"Non-holiday"
"3291",2010-01-25,"Non-holiday"
"3292",2010-01-26,"Non-holiday"
"3293",2010-01-27,"Non-holiday"
"3294",2010-01-28,"Non-holiday"
"3295",2010-01-29,"Non-holiday"
"3296",2010-01-30,"Non-holiday"
"3297",2010-01-31,"Non-holiday"
"3298",2010-02-01,"Non-holiday"
"3299",2010-02-02,"Non-holiday"
"3300",2010-02-03,"Non-holiday"
"3301",2010-02-04,"Non-holiday"
"3302",2010-02-05,"Non-holiday"
"3303",2010-02-06,"Non-holiday"
"3304",2010-02-07,"Non-holiday"
"3305",2010-02-08,"Non-holiday"
"3306",2010-02-09,"Non-holiday"
"3307",2010-02-10,"Non-holiday"
"3308",2010-02-11,"Non-holiday"
"3309",2010-02-12,"Non-holiday"
"3310",2010-02-13,"Non-holiday"
"3311",2010-02-14,"Non-holiday"
"3312",2010-02-15,"Holiday"
"3313",2010-02-16,"Non-holiday"
"3314",2010-02-17,"Non-holiday"
"3315",2010-02-18,"Non-holiday"
"3316",2010-02-19,"Non-holiday"
"3317",2010-02-20,"Non-holiday"
"3318",2010-02-21,"Non-holiday"
"3319",2010-02-22,"Non-holiday"
"3320",2010-02-23,"Non-holiday"
"3321",2010-02-24,"Non-holiday"
"3322",2010-02-25,"Non-holiday"
"3323",2010-02-26,"Non-holiday"
"3324",2010-02-27,"Non-holiday"
"3325",2010-02-28,"Non-holiday"
"3326",2010-03-01,"Non-holiday"
"3327",2010-03-02,"Non-holiday"
"3328",2010-03-03,"Non-holiday"
"3329",2010-03-04,"Non-holiday"
"3330",2010-03-05,"Non-holiday"
"3331",2010-03-06,"Non-holiday"
"3332",2010-03-07,"Non-holiday"
"3333",2010-03-08,"Non-holiday"
"3334",2010-03-09,"Non-holiday"
"3335",2010-03-10,"Non-holiday"
"3336",2010-03-11,"Non-holiday"
"3337",2010-03-12,"Non-holiday"
"3338",2010-03-13,"Non-holiday"
"3339",2010-03-14,"Non-holiday"
"3340",2010-03-15,"Non-holiday"
"3341",2010-03-16,"Non-holiday"
"3342",2010-03-17,"Non-holiday"
"3343",2010-03-18,"Non-holiday"
"3344",2010-03-19,"Non-holiday"
"3345",2010-03-20,"Non-holiday"
"3346",2010-03-21,"Non-holiday"
"3347",2010-03-22,"Non-holiday"
"3348",2010-03-23,"Non-holiday"
"3349",2010-03-24,"Non-holiday"
"3350",2010-03-25,"Non-holiday"
"3351",2010-03-26,"Non-holiday"
"3352",2010-03-27,"Non-holiday"
"3353",2010-03-28,"Non-holiday"
"3354",2010-03-29,"Non-holiday"
"3355",2010-03-30,"Non-holiday"
"3356",2010-03-31,"Non-holiday"
"3357",2010-04-01,"Non-holiday"
"3358",2010-04-02,"Non-holiday"
"3359",2010-04-03,"Non-holiday"
"3360",2010-04-04,"Non-holiday"
"3361",2010-04-05,"Non-holiday"
"3362",2010-04-06,"Non-holiday"
"3363",2010-04-07,"Non-holiday"
"3364",2010-04-08,"Non-holiday"
"3365",2010-04-09,"Non-holiday"
"3366",2010-04-10,"Non-holiday"
"3367",2010-04-11,"Non-holiday"
"3368",2010-04-12,"Non-holiday"
"3369",2010-04-13,"Non-holiday"
"3370",2010-04-14,"Non-holiday"
"3371",2010-04-15,"Non-holiday"
"3372",2010-04-16,"Non-holiday"
"3373",2010-04-17,"Non-holiday"
"3374",2010-04-18,"Non-holiday"
"3375",2010-04-19,"Non-holiday"
"3376",2010-04-20,"Non-holiday"
"3377",2010-04-21,"Non-holiday"
"3378",2010-04-22,"Non-holiday"
"3379",2010-04-23,"Non-holiday"
"3380",2010-04-24,"Non-holiday"
"3381",2010-04-25,"Non-holiday"
"3382",2010-04-26,"Non-holiday"
"3383",2010-04-27,"Non-holiday"
"3384",2010-04-28,"Non-holiday"
"3385",2010-04-29,"Non-holiday"
"3386",2010-04-30,"Non-holiday"
"3387",2010-05-01,"Non-holiday"
"3388",2010-05-02,"Non-holiday"
"3389",2010-05-03,"Non-holiday"
"3390",2010-05-04,"Non-holiday"
"3391",2010-05-05,"Non-holiday"
"3392",2010-05-06,"Non-holiday"
"3393",2010-05-07,"Non-holiday"
"3394",2010-05-08,"Non-holiday"
"3395",2010-05-09,"Non-holiday"
"3396",2010-05-10,"Non-holiday"
"3397",2010-05-11,"Non-holiday"
"3398",2010-05-12,"Non-holiday"
"3399",2010-05-13,"Non-holiday"
"3400",2010-05-14,"Non-holiday"
"3401",2010-05-15,"Non-holiday"
"3402",2010-05-16,"Non-holiday"
"3403",2010-05-17,"Non-holiday"
"3404",2010-05-18,"Non-holiday"
"3405",2010-05-19,"Non-holiday"
"3406",2010-05-20,"Non-holiday"
"3407",2010-05-21,"Non-holiday"
"3408",2010-05-22,"Non-holiday"
"3409",2010-05-23,"Non-holiday"
"3410",2010-05-24,"Non-holiday"
"3411",2010-05-25,"Non-holiday"
"3412",2010-05-26,"Non-holiday"
"3413",2010-05-27,"Non-holiday"
"3414",2010-05-28,"Non-holiday"
"3415",2010-05-29,"Non-holiday"
"3416",2010-05-30,"Non-holiday"
"3417",2010-05-31,"Holiday"
"3418",2010-06-01,"Non-holiday"
"3419",2010-06-02,"Non-holiday"
"3420",2010-06-03,"Non-holiday"
"3421",2010-06-04,"Non-holiday"
"3422",2010-06-05,"Non-holiday"
"3423",2010-06-06,"Non-holiday"
"3424",2010-06-07,"Non-holiday"
"3425",2010-06-08,"Non-holiday"
"3426",2010-06-09,"Non-holiday"
"3427",2010-06-10,"Non-holiday"
"3428",2010-06-11,"Non-holiday"
"3429",2010-06-12,"Non-holiday"
"3430",2010-06-13,"Non-holiday"
"3431",2010-06-14,"Non-holiday"
"3432",2010-06-15,"Non-holiday"
"3433",2010-06-16,"Non-holiday"
"3434",2010-06-17,"Non-holiday"
"3435",2010-06-18,"Non-holiday"
"3436",2010-06-19,"Non-holiday"
"3437",2010-06-20,"Non-holiday"
"3438",2010-06-21,"Non-holiday"
"3439",2010-06-22,"Non-holiday"
"3440",2010-06-23,"Non-holiday"
"3441",2010-06-24,"Non-holiday"
"3442",2010-06-25,"Non-holiday"
"3443",2010-06-26,"Non-holiday"
"3444",2010-06-27,"Non-holiday"
"3445",2010-06-28,"Non-holiday"
"3446",2010-06-29,"Non-holiday"
"3447",2010-06-30,"Non-holiday"
"3448",2010-07-01,"Non-holiday"
"3449",2010-07-02,"Non-holiday"
"3450",2010-07-03,"Non-holiday"
"3451",2010-07-04,"Holiday"
"3452",2010-07-05,"Holiday"
"3453",2010-07-06,"Non-holiday"
"3454",2010-07-07,"Non-holiday"
"3455",2010-07-08,"Non-holiday"
"3456",2010-07-09,"Non-holiday"
"3457",2010-07-10,"Non-holiday"
"3458",2010-07-11,"Non-holiday"
"3459",2010-07-12,"Non-holiday"
"3460",2010-07-13,"Non-holiday"
"3461",2010-07-14,"Non-holiday"
"3462",2010-07-15,"Non-holiday"
"3463",2010-07-16,"Non-holiday"
"3464",2010-07-17,"Non-holiday"
"3465",2010-07-18,"Non-holiday"
"3466",2010-07-19,"Non-holiday"
"3467",2010-07-20,"Non-holiday"
"3468",2010-07-21,"Non-holiday"
"3469",2010-07-22,"Non-holiday"
"3470",2010-07-23,"Non-holiday"
"3471",2010-07-24,"Non-holiday"
"3472",2010-07-25,"Non-holiday"
"3473",2010-07-26,"Non-holiday"
"3474",2010-07-27,"Non-holiday"
"3475",2010-07-28,"Non-holiday"
"3476",2010-07-29,"Non-holiday"
"3477",2010-07-30,"Non-holiday"
"3478",2010-07-31,"Non-holiday"
"3479",2010-08-01,"Non-holiday"
"3480",2010-08-02,"Non-holiday"
"3481",2010-08-03,"Non-holiday"
"3482",2010-08-04,"Non-holiday"
"3483",2010-08-05,"Non-holiday"
"3484",2010-08-06,"Non-holiday"
"3485",2010-08-07,"Non-holiday"
"3486",2010-08-08,"Non-holiday"
"3487",2010-08-09,"Non-holiday"
"3488",2010-08-10,"Non-holiday"
"3489",2010-08-11,"Non-holiday"
"3490",2010-08-12,"Non-holiday"
"3491",2010-08-13,"Non-holiday"
"3492",2010-08-14,"Non-holiday"
"3493",2010-08-15,"Non-holiday"
"3494",2010-08-16,"Non-holiday"
"3495",2010-08-17,"Non-holiday"
"3496",2010-08-18,"Non-holiday"
"3497",2010-08-19,"Non-holiday"
"3498",2010-08-20,"Non-holiday"
"3499",2010-08-21,"Non-holiday"
"3500",2010-08-22,"Non-holiday"
"3501",2010-08-23,"Non-holiday"
"3502",2010-08-24,"Non-holiday"
"3503",2010-08-25,"Non-holiday"
"3504",2010-08-26,"Non-holiday"
"3505",2010-08-27,"Non-holiday"
"3506",2010-08-28,"Non-holiday"
"3507",2010-08-29,"Non-holiday"
"3508",2010-08-30,"Non-holiday"
"3509",2010-08-31,"Non-holiday"
"3510",2010-09-01,"Non-holiday"
"3511",2010-09-02,"Non-holiday"
"3512",2010-09-03,"Non-holiday"
"3513",2010-09-04,"Non-holiday"
"3514",2010-09-05,"Non-holiday"
"3515",2010-09-06,"Holiday"
"3516",2010-09-07,"Non-holiday"
"3517",2010-09-08,"Non-holiday"
"3518",2010-09-09,"Non-holiday"
"3519",2010-09-10,"Non-holiday"
"3520",2010-09-11,"Non-holiday"
"3521",2010-09-12,"Non-holiday"
"3522",2010-09-13,"Non-holiday"
"3523",2010-09-14,"Non-holiday"
"3524",2010-09-15,"Non-holiday"
"3525",2010-09-16,"Non-holiday"
"3526",2010-09-17,"Non-holiday"
"3527",2010-09-18,"Non-holiday"
"3528",2010-09-19,"Non-holiday"
"3529",2010-09-20,"Non-holiday"
"3530",2010-09-21,"Non-holiday"
"3531",2010-09-22,"Non-holiday"
"3532",2010-09-23,"Non-holiday"
"3533",2010-09-24,"Non-holiday"
"3534",2010-09-25,"Non-holiday"
"3535",2010-09-26,"Non-holiday"
"3536",2010-09-27,"Non-holiday"
"3537",2010-09-28,"Non-holiday"
"3538",2010-09-29,"Non-holiday"
"3539",2010-09-30,"Non-holiday"
"3540",2010-10-01,"Non-holiday"
"3541",2010-10-02,"Non-holiday"
"3542",2010-10-03,"Non-holiday"
"3543",2010-10-04,"Non-holiday"
"3544",2010-10-05,"Non-holiday"
"3545",2010-10-06,"Non-holiday"
"3546",2010-10-07,"Non-holiday"
"3547",2010-10-08,"Non-holiday"
"3548",2010-10-09,"Non-holiday"
"3549",2010-10-10,"Non-holiday"
"3550",2010-10-11,"Non-holiday"
"3551",2010-10-12,"Non-holiday"
"3552",2010-10-13,"Non-holiday"
"3553",2010-10-14,"Non-holiday"
"3554",2010-10-15,"Non-holiday"
"3555",2010-10-16,"Non-holiday"
"3556",2010-10-17,"Non-holiday"
"3557",2010-10-18,"Non-holiday"
"3558",2010-10-19,"Non-holiday"
"3559",2010-10-20,"Non-holiday"
"3560",2010-10-21,"Non-holiday"
"3561",2010-10-22,"Non-holiday"
"3562",2010-10-23,"Non-holiday"
"3563",2010-10-24,"Non-holiday"
"3564",2010-10-25,"Non-holiday"
"3565",2010-10-26,"Non-holiday"
"3566",2010-10-27,"Non-holiday"
"3567",2010-10-28,"Non-holiday"
"3568",2010-10-29,"Non-holiday"
"3569",2010-10-30,"Non-holiday"
