"","date","lag_14_name","Rides","name","description"
"4705",2016-05-03,"l14_40870",1.547,"Francisco","Francisco (Brown Line)"
"4706",2016-05-04,"l14_40870",1.518,"Francisco","Francisco (Brown Line)"
"4707",2016-05-05,"l14_40870",1.612,"Francisco","Francisco (Brown Line)"
"4708",2016-05-06,"l14_40870",1.494,"Francisco","Francisco (Brown Line)"
"4709",2016-05-09,"l14_40870",1.601,"Francisco","Francisco (Brown Line)"
"4710",2016-05-10,"l14_40870",1.646,"Francisco","Francisco (Brown Line)"
"4711",2016-05-11,"l14_40870",1.585,"Francisco","Francisco (Brown Line)"
"4712",2016-05-12,"l14_40870",1.693,"Francisco","Francisco (Brown Line)"
"4713",2016-05-13,"l14_40870",1.653,"Francisco","Francisco (Brown Line)"
"4714",2016-05-16,"l14_40870",1.601,"Francisco","Francisco (Brown Line)"
"4715",2016-05-17,"l14_40870",1.631,"Francisco","Francisco (Brown Line)"
"4716",2016-05-18,"l14_40870",1.594,"Francisco","Francisco (Brown Line)"
"4717",2016-05-19,"l14_40870",1.741,"Francisco","Francisco (Brown Line)"
"4718",2016-05-20,"l14_40870",1.729,"Francisco","Francisco (Brown Line)"
"4719",2016-05-23,"l14_40870",1.628,"Francisco","Francisco (Brown Line)"
"4720",2016-05-24,"l14_40870",1.653,"Francisco","Francisco (Brown Line)"
"4721",2016-05-25,"l14_40870",1.716,"Francisco","Francisco (Brown Line)"
"4722",2016-05-26,"l14_40870",1.653,"Francisco","Francisco (Brown Line)"
"4723",2016-05-27,"l14_40870",1.664,"Francisco","Francisco (Brown Line)"
"4724",2016-05-30,"l14_40870",1.604,"Francisco","Francisco (Brown Line)"
"4725",2016-05-31,"l14_40870",1.625,"Francisco","Francisco (Brown Line)"
"4726",2016-06-01,"l14_40870",1.653,"Francisco","Francisco (Brown Line)"
"4727",2016-06-02,"l14_40870",1.713,"Francisco","Francisco (Brown Line)"
"4728",2016-06-03,"l14_40870",1.736,"Francisco","Francisco (Brown Line)"
"4729",2016-06-06,"l14_40870",1.635,"Francisco","Francisco (Brown Line)"
"4730",2016-06-07,"l14_40870",1.665,"Francisco","Francisco (Brown Line)"
"4731",2016-06-08,"l14_40870",1.664,"Francisco","Francisco (Brown Line)"
"4732",2016-06-09,"l14_40870",1.624,"Francisco","Francisco (Brown Line)"
"4733",2016-06-10,"l14_40870",1.618,"Francisco","Francisco (Brown Line)"
"4734",2016-06-13,"l14_40870",0.622,"Francisco","Francisco (Brown Line)"
"4735",2016-06-14,"l14_40870",1.604,"Francisco","Francisco (Brown Line)"
"4736",2016-06-15,"l14_40870",1.744,"Francisco","Francisco (Brown Line)"
"4737",2016-06-16,"l14_40870",1.784,"Francisco","Francisco (Brown Line)"
"4738",2016-06-17,"l14_40870",1.767,"Francisco","Francisco (Brown Line)"
"4739",2016-06-20,"l14_40870",1.651,"Francisco","Francisco (Brown Line)"
"4740",2016-06-21,"l14_40870",1.616,"Francisco","Francisco (Brown Line)"
"4741",2016-06-22,"l14_40870",1.673,"Francisco","Francisco (Brown Line)"
"4742",2016-06-23,"l14_40870",1.676,"Francisco","Francisco (Brown Line)"
"4743",2016-06-24,"l14_40870",1.817,"Francisco","Francisco (Brown Line)"
"4744",2016-06-27,"l14_40870",1.652,"Francisco","Francisco (Brown Line)"
"4745",2016-06-28,"l14_40870",1.68,"Francisco","Francisco (Brown Line)"
"4746",2016-06-29,"l14_40870",1.736,"Francisco","Francisco (Brown Line)"
"4747",2016-06-30,"l14_40870",1.709,"Francisco","Francisco (Brown Line)"
"4748",2016-07-01,"l14_40870",1.72,"Francisco","Francisco (Brown Line)"
"4749",2016-07-04,"l14_40870",1.683,"Francisco","Francisco (Brown Line)"
"4750",2016-07-05,"l14_40870",1.772,"Francisco","Francisco (Brown Line)"
"4751",2016-07-06,"l14_40870",1.711,"Francisco","Francisco (Brown Line)"
"4752",2016-07-07,"l14_40870",1.671,"Francisco","Francisco (Brown Line)"
"4753",2016-07-08,"l14_40870",1.695,"Francisco","Francisco (Brown Line)"
"4754",2016-07-11,"l14_40870",1.56,"Francisco","Francisco (Brown Line)"
"4755",2016-07-12,"l14_40870",1.621,"Francisco","Francisco (Brown Line)"
"4756",2016-07-13,"l14_40870",1.715,"Francisco","Francisco (Brown Line)"
"4757",2016-07-14,"l14_40870",1.714,"Francisco","Francisco (Brown Line)"
"4758",2016-07-15,"l14_40870",1.526,"Francisco","Francisco (Brown Line)"
"4759",2016-07-18,"l14_40870",0.687,"Francisco","Francisco (Brown Line)"
"4760",2016-07-19,"l14_40870",1.55,"Francisco","Francisco (Brown Line)"
"4761",2016-07-20,"l14_40870",1.677,"Francisco","Francisco (Brown Line)"
"4762",2016-07-21,"l14_40870",1.737,"Francisco","Francisco (Brown Line)"
"4763",2016-07-22,"l14_40870",1.677,"Francisco","Francisco (Brown Line)"
"4764",2016-07-25,"l14_40870",1.616,"Francisco","Francisco (Brown Line)"
"4765",2016-07-26,"l14_40870",1.694,"Francisco","Francisco (Brown Line)"
"4766",2016-07-27,"l14_40870",1.685,"Francisco","Francisco (Brown Line)"
"4767",2016-07-28,"l14_40870",1.733,"Francisco","Francisco (Brown Line)"
"4768",2016-07-29,"l14_40870",1.645,"Francisco","Francisco (Brown Line)"
"4769",2016-08-01,"l14_40870",1.624,"Francisco","Francisco (Brown Line)"
"4770",2016-08-02,"l14_40870",1.726,"Francisco","Francisco (Brown Line)"
"4771",2016-08-03,"l14_40870",1.702,"Francisco","Francisco (Brown Line)"
"4772",2016-08-04,"l14_40870",1.673,"Francisco","Francisco (Brown Line)"
"4773",2016-08-05,"l14_40870",1.626,"Francisco","Francisco (Brown Line)"
"4774",2016-08-08,"l14_40870",1.621,"Francisco","Francisco (Brown Line)"
"4775",2016-08-09,"l14_40870",1.729,"Francisco","Francisco (Brown Line)"
"4776",2016-08-10,"l14_40870",1.788,"Francisco","Francisco (Brown Line)"
"4777",2016-08-11,"l14_40870",1.828,"Francisco","Francisco (Brown Line)"
"4778",2016-08-12,"l14_40870",1.714,"Francisco","Francisco (Brown Line)"
"4779",2016-08-15,"l14_40870",1.7,"Francisco","Francisco (Brown Line)"
"4780",2016-08-16,"l14_40870",1.715,"Francisco","Francisco (Brown Line)"
"4781",2016-08-17,"l14_40870",1.755,"Francisco","Francisco (Brown Line)"
"4782",2016-08-18,"l14_40870",1.611,"Francisco","Francisco (Brown Line)"
"4783",2016-08-19,"l14_40870",1.65,"Francisco","Francisco (Brown Line)"
"4784",2016-08-22,"l14_40870",1.542,"Francisco","Francisco (Brown Line)"
"4785",2016-08-23,"l14_40870",1.708,"Francisco","Francisco (Brown Line)"
"4786",2016-08-24,"l14_40870",1.743,"Francisco","Francisco (Brown Line)"
"4787",2016-08-25,"l14_40870",1.706,"Francisco","Francisco (Brown Line)"
"4788",2016-08-26,"l14_40870",1.559,"Francisco","Francisco (Brown Line)"
"4789",2016-01-01,"l14_40900",6.075,"Howard","Howard (Red, Purple & Yellow Lines)"
"4790",2016-01-04,"l14_40900",5.24,"Howard","Howard (Red, Purple & Yellow Lines)"
"4791",2016-01-05,"l14_40900",5.724,"Howard","Howard (Red, Purple & Yellow Lines)"
"4792",2016-01-06,"l14_40900",5.414,"Howard","Howard (Red, Purple & Yellow Lines)"
"4793",2016-01-07,"l14_40900",4.173,"Howard","Howard (Red, Purple & Yellow Lines)"
"4794",2016-01-08,"l14_40900",1.942,"Howard","Howard (Red, Purple & Yellow Lines)"
"4795",2016-01-11,"l14_40900",4.252,"Howard","Howard (Red, Purple & Yellow Lines)"
"4796",2016-01-12,"l14_40900",4.992,"Howard","Howard (Red, Purple & Yellow Lines)"
"4797",2016-01-13,"l14_40900",5.045,"Howard","Howard (Red, Purple & Yellow Lines)"
"4798",2016-01-14,"l14_40900",5.616,"Howard","Howard (Red, Purple & Yellow Lines)"
"4799",2016-01-15,"l14_40900",2.874,"Howard","Howard (Red, Purple & Yellow Lines)"
"4800",2016-01-18,"l14_40900",5.361,"Howard","Howard (Red, Purple & Yellow Lines)"
"4801",2016-01-19,"l14_40900",5.632,"Howard","Howard (Red, Purple & Yellow Lines)"
"4802",2016-01-20,"l14_40900",5.712,"Howard","Howard (Red, Purple & Yellow Lines)"
"4803",2016-01-21,"l14_40900",5.776,"Howard","Howard (Red, Purple & Yellow Lines)"
"4804",2016-01-22,"l14_40900",5.732,"Howard","Howard (Red, Purple & Yellow Lines)"
"4805",2016-01-25,"l14_40900",5.273,"Howard","Howard (Red, Purple & Yellow Lines)"
"4806",2016-01-26,"l14_40900",5.261,"Howard","Howard (Red, Purple & Yellow Lines)"
"4807",2016-01-27,"l14_40900",5.52,"Howard","Howard (Red, Purple & Yellow Lines)"
"4808",2016-01-28,"l14_40900",5.839,"Howard","Howard (Red, Purple & Yellow Lines)"
"4809",2016-01-29,"l14_40900",5.946,"Howard","Howard (Red, Purple & Yellow Lines)"
"4810",2016-02-01,"l14_40900",3.498,"Howard","Howard (Red, Purple & Yellow Lines)"
"4811",2016-02-02,"l14_40900",5.417,"Howard","Howard (Red, Purple & Yellow Lines)"
"4812",2016-02-03,"l14_40900",5.845,"Howard","Howard (Red, Purple & Yellow Lines)"
"4813",2016-02-04,"l14_40900",5.976,"Howard","Howard (Red, Purple & Yellow Lines)"
"4814",2016-02-05,"l14_40900",5.784,"Howard","Howard (Red, Purple & Yellow Lines)"
"4815",2016-02-08,"l14_40900",5.714,"Howard","Howard (Red, Purple & Yellow Lines)"
"4816",2016-02-09,"l14_40900",5.881,"Howard","Howard (Red, Purple & Yellow Lines)"
"4817",2016-02-10,"l14_40900",5.888,"Howard","Howard (Red, Purple & Yellow Lines)"
"4818",2016-02-11,"l14_40900",5.87,"Howard","Howard (Red, Purple & Yellow Lines)"
"4819",2016-02-12,"l14_40900",6.012,"Howard","Howard (Red, Purple & Yellow Lines)"
"4820",2016-02-15,"l14_40900",5.911,"Howard","Howard (Red, Purple & Yellow Lines)"
"4821",2016-02-16,"l14_40900",5.728,"Howard","Howard (Red, Purple & Yellow Lines)"
"4822",2016-02-17,"l14_40900",6.198,"Howard","Howard (Red, Purple & Yellow Lines)"
"4823",2016-02-18,"l14_40900",6.002,"Howard","Howard (Red, Purple & Yellow Lines)"
"4824",2016-02-19,"l14_40900",5.965,"Howard","Howard (Red, Purple & Yellow Lines)"
"4825",2016-02-22,"l14_40900",5.707,"Howard","Howard (Red, Purple & Yellow Lines)"
"4826",2016-02-23,"l14_40900",5.844,"Howard","Howard (Red, Purple & Yellow Lines)"
"4827",2016-02-24,"l14_40900",5.702,"Howard","Howard (Red, Purple & Yellow Lines)"
"4828",2016-02-25,"l14_40900",5.981,"Howard","Howard (Red, Purple & Yellow Lines)"
"4829",2016-02-26,"l14_40900",5.57,"Howard","Howard (Red, Purple & Yellow Lines)"
"4830",2016-02-29,"l14_40900",4.538,"Howard","Howard (Red, Purple & Yellow Lines)"
"4831",2016-03-01,"l14_40900",5.864,"Howard","Howard (Red, Purple & Yellow Lines)"
"4832",2016-03-02,"l14_40900",5.93,"Howard","Howard (Red, Purple & Yellow Lines)"
"4833",2016-03-03,"l14_40900",5.928,"Howard","Howard (Red, Purple & Yellow Lines)"
"4834",2016-03-04,"l14_40900",6.068,"Howard","Howard (Red, Purple & Yellow Lines)"
"4835",2016-03-07,"l14_40900",5.67,"Howard","Howard (Red, Purple & Yellow Lines)"
"4836",2016-03-08,"l14_40900",6.101,"Howard","Howard (Red, Purple & Yellow Lines)"
"4837",2016-03-09,"l14_40900",5.546,"Howard","Howard (Red, Purple & Yellow Lines)"
"4838",2016-03-10,"l14_40900",5.911,"Howard","Howard (Red, Purple & Yellow Lines)"
"4839",2016-03-11,"l14_40900",5.792,"Howard","Howard (Red, Purple & Yellow Lines)"
"4840",2016-03-14,"l14_40900",5.523,"Howard","Howard (Red, Purple & Yellow Lines)"
"4841",2016-03-15,"l14_40900",5.685,"Howard","Howard (Red, Purple & Yellow Lines)"
"4842",2016-03-16,"l14_40900",5.917,"Howard","Howard (Red, Purple & Yellow Lines)"
"4843",2016-03-17,"l14_40900",5.998,"Howard","Howard (Red, Purple & Yellow Lines)"
"4844",2016-03-18,"l14_40900",6.014,"Howard","Howard (Red, Purple & Yellow Lines)"
"4845",2016-03-21,"l14_40900",5.602,"Howard","Howard (Red, Purple & Yellow Lines)"
"4846",2016-03-22,"l14_40900",5.963,"Howard","Howard (Red, Purple & Yellow Lines)"
"4847",2016-03-23,"l14_40900",5.935,"Howard","Howard (Red, Purple & Yellow Lines)"
"4848",2016-03-24,"l14_40900",6.095,"Howard","Howard (Red, Purple & Yellow Lines)"
"4849",2016-03-25,"l14_40900",6.063,"Howard","Howard (Red, Purple & Yellow Lines)"
"4850",2016-03-28,"l14_40900",5.779,"Howard","Howard (Red, Purple & Yellow Lines)"
"4851",2016-03-29,"l14_40900",5.842,"Howard","Howard (Red, Purple & Yellow Lines)"
"4852",2016-03-30,"l14_40900",5.916,"Howard","Howard (Red, Purple & Yellow Lines)"
"4853",2016-03-31,"l14_40900",6.007,"Howard","Howard (Red, Purple & Yellow Lines)"
"4854",2016-04-01,"l14_40900",6.015,"Howard","Howard (Red, Purple & Yellow Lines)"
"4855",2016-04-04,"l14_40900",5.636,"Howard","Howard (Red, Purple & Yellow Lines)"
"4856",2016-04-05,"l14_40900",5.637,"Howard","Howard (Red, Purple & Yellow Lines)"
"4857",2016-04-06,"l14_40900",5.642,"Howard","Howard (Red, Purple & Yellow Lines)"
"4858",2016-04-07,"l14_40900",5.411,"Howard","Howard (Red, Purple & Yellow Lines)"
"4859",2016-04-08,"l14_40900",5.352,"Howard","Howard (Red, Purple & Yellow Lines)"
"4860",2016-04-11,"l14_40900",5.423,"Howard","Howard (Red, Purple & Yellow Lines)"
"4861",2016-04-12,"l14_40900",5.871,"Howard","Howard (Red, Purple & Yellow Lines)"
"4862",2016-04-13,"l14_40900",5.831,"Howard","Howard (Red, Purple & Yellow Lines)"
"4863",2016-04-14,"l14_40900",5.954,"Howard","Howard (Red, Purple & Yellow Lines)"
"4864",2016-04-15,"l14_40900",6.039,"Howard","Howard (Red, Purple & Yellow Lines)"
"4865",2016-04-18,"l14_40900",6.104,"Howard","Howard (Red, Purple & Yellow Lines)"
"4866",2016-04-19,"l14_40900",5.996,"Howard","Howard (Red, Purple & Yellow Lines)"
"4867",2016-04-20,"l14_40900",5.946,"Howard","Howard (Red, Purple & Yellow Lines)"
"4868",2016-04-21,"l14_40900",6.03,"Howard","Howard (Red, Purple & Yellow Lines)"
"4869",2016-04-22,"l14_40900",5.832,"Howard","Howard (Red, Purple & Yellow Lines)"
"4870",2016-04-25,"l14_40900",6.047,"Howard","Howard (Red, Purple & Yellow Lines)"
"4871",2016-04-26,"l14_40900",5.985,"Howard","Howard (Red, Purple & Yellow Lines)"
"4872",2016-04-27,"l14_40900",6.148,"Howard","Howard (Red, Purple & Yellow Lines)"
"4873",2016-04-28,"l14_40900",6.158,"Howard","Howard (Red, Purple & Yellow Lines)"
"4874",2016-04-29,"l14_40900",6.303,"Howard","Howard (Red, Purple & Yellow Lines)"
"4875",2016-05-02,"l14_40900",5.653,"Howard","Howard (Red, Purple & Yellow Lines)"
"4876",2016-05-03,"l14_40900",5.683,"Howard","Howard (Red, Purple & Yellow Lines)"
"4877",2016-05-04,"l14_40900",5.664,"Howard","Howard (Red, Purple & Yellow Lines)"
"4878",2016-05-05,"l14_40900",5.844,"Howard","Howard (Red, Purple & Yellow Lines)"
"4879",2016-05-06,"l14_40900",5.594,"Howard","Howard (Red, Purple & Yellow Lines)"
"4880",2016-05-09,"l14_40900",5.603,"Howard","Howard (Red, Purple & Yellow Lines)"
"4881",2016-05-10,"l14_40900",6.015,"Howard","Howard (Red, Purple & Yellow Lines)"
"4882",2016-05-11,"l14_40900",5.86,"Howard","Howard (Red, Purple & Yellow Lines)"
"4883",2016-05-12,"l14_40900",6.054,"Howard","Howard (Red, Purple & Yellow Lines)"
"4884",2016-05-13,"l14_40900",6.187,"Howard","Howard (Red, Purple & Yellow Lines)"
"4885",2016-05-16,"l14_40900",5.657,"Howard","Howard (Red, Purple & Yellow Lines)"
"4886",2016-05-17,"l14_40900",5.962,"Howard","Howard (Red, Purple & Yellow Lines)"
"4887",2016-05-18,"l14_40900",5.855,"Howard","Howard (Red, Purple & Yellow Lines)"
"4888",2016-05-19,"l14_40900",6.103,"Howard","Howard (Red, Purple & Yellow Lines)"
"4889",2016-05-20,"l14_40900",6.254,"Howard","Howard (Red, Purple & Yellow Lines)"
"4890",2016-05-23,"l14_40900",5.68,"Howard","Howard (Red, Purple & Yellow Lines)"
"4891",2016-05-24,"l14_40900",5.909,"Howard","Howard (Red, Purple & Yellow Lines)"
"4892",2016-05-25,"l14_40900",6.095,"Howard","Howard (Red, Purple & Yellow Lines)"
"4893",2016-05-26,"l14_40900",5.885,"Howard","Howard (Red, Purple & Yellow Lines)"
"4894",2016-05-27,"l14_40900",6.132,"Howard","Howard (Red, Purple & Yellow Lines)"
"4895",2016-05-30,"l14_40900",5.674,"Howard","Howard (Red, Purple & Yellow Lines)"
"4896",2016-05-31,"l14_40900",5.702,"Howard","Howard (Red, Purple & Yellow Lines)"
"4897",2016-06-01,"l14_40900",5.769,"Howard","Howard (Red, Purple & Yellow Lines)"
"4898",2016-06-02,"l14_40900",5.962,"Howard","Howard (Red, Purple & Yellow Lines)"
"4899",2016-06-03,"l14_40900",5.851,"Howard","Howard (Red, Purple & Yellow Lines)"
"4900",2016-06-06,"l14_40900",5.692,"Howard","Howard (Red, Purple & Yellow Lines)"
"4901",2016-06-07,"l14_40900",5.83,"Howard","Howard (Red, Purple & Yellow Lines)"
"4902",2016-06-08,"l14_40900",5.71,"Howard","Howard (Red, Purple & Yellow Lines)"
"4903",2016-06-09,"l14_40900",5.911,"Howard","Howard (Red, Purple & Yellow Lines)"
"4904",2016-06-10,"l14_40900",6.041,"Howard","Howard (Red, Purple & Yellow Lines)"
"4905",2016-06-13,"l14_40900",3.565,"Howard","Howard (Red, Purple & Yellow Lines)"
"4906",2016-06-14,"l14_40900",5.792,"Howard","Howard (Red, Purple & Yellow Lines)"
"4907",2016-06-15,"l14_40900",5.889,"Howard","Howard (Red, Purple & Yellow Lines)"
"4908",2016-06-16,"l14_40900",6.103,"Howard","Howard (Red, Purple & Yellow Lines)"
"4909",2016-06-17,"l14_40900",6.648,"Howard","Howard (Red, Purple & Yellow Lines)"
"4910",2016-06-20,"l14_40900",5.712,"Howard","Howard (Red, Purple & Yellow Lines)"
"4911",2016-06-21,"l14_40900",5.907,"Howard","Howard (Red, Purple & Yellow Lines)"
"4912",2016-06-22,"l14_40900",5.938,"Howard","Howard (Red, Purple & Yellow Lines)"
"4913",2016-06-23,"l14_40900",5.795,"Howard","Howard (Red, Purple & Yellow Lines)"
"4914",2016-06-24,"l14_40900",6.243,"Howard","Howard (Red, Purple & Yellow Lines)"
"4915",2016-06-27,"l14_40900",5.573,"Howard","Howard (Red, Purple & Yellow Lines)"
"4916",2016-06-28,"l14_40900",5.759,"Howard","Howard (Red, Purple & Yellow Lines)"
"4917",2016-06-29,"l14_40900",5.856,"Howard","Howard (Red, Purple & Yellow Lines)"
"4918",2016-06-30,"l14_40900",5.984,"Howard","Howard (Red, Purple & Yellow Lines)"
"4919",2016-07-01,"l14_40900",6.469,"Howard","Howard (Red, Purple & Yellow Lines)"
"4920",2016-07-04,"l14_40900",5.687,"Howard","Howard (Red, Purple & Yellow Lines)"
"4921",2016-07-05,"l14_40900",6.107,"Howard","Howard (Red, Purple & Yellow Lines)"
"4922",2016-07-06,"l14_40900",5.75,"Howard","Howard (Red, Purple & Yellow Lines)"
"4923",2016-07-07,"l14_40900",5.678,"Howard","Howard (Red, Purple & Yellow Lines)"
"4924",2016-07-08,"l14_40900",5.928,"Howard","Howard (Red, Purple & Yellow Lines)"
"4925",2016-07-11,"l14_40900",5.348,"Howard","Howard (Red, Purple & Yellow Lines)"
"4926",2016-07-12,"l14_40900",5.778,"Howard","Howard (Red, Purple & Yellow Lines)"
"4927",2016-07-13,"l14_40900",5.774,"Howard","Howard (Red, Purple & Yellow Lines)"
"4928",2016-07-14,"l14_40900",6.024,"Howard","Howard (Red, Purple & Yellow Lines)"
"4929",2016-07-15,"l14_40900",5.856,"Howard","Howard (Red, Purple & Yellow Lines)"
"4930",2016-07-18,"l14_40900",3.593,"Howard","Howard (Red, Purple & Yellow Lines)"
"4931",2016-07-19,"l14_40900",5.649,"Howard","Howard (Red, Purple & Yellow Lines)"
"4932",2016-07-20,"l14_40900",5.825,"Howard","Howard (Red, Purple & Yellow Lines)"
"4933",2016-07-21,"l14_40900",5.757,"Howard","Howard (Red, Purple & Yellow Lines)"
"4934",2016-07-22,"l14_40900",5.936,"Howard","Howard (Red, Purple & Yellow Lines)"
"4935",2016-07-25,"l14_40900",5.444,"Howard","Howard (Red, Purple & Yellow Lines)"
"4936",2016-07-26,"l14_40900",5.7,"Howard","Howard (Red, Purple & Yellow Lines)"
"4937",2016-07-27,"l14_40900",5.79,"Howard","Howard (Red, Purple & Yellow Lines)"
"4938",2016-07-28,"l14_40900",5.718,"Howard","Howard (Red, Purple & Yellow Lines)"
"4939",2016-07-29,"l14_40900",6.102,"Howard","Howard (Red, Purple & Yellow Lines)"
"4940",2016-08-01,"l14_40900",6.015,"Howard","Howard (Red, Purple & Yellow Lines)"
"4941",2016-08-02,"l14_40900",6.011,"Howard","Howard (Red, Purple & Yellow Lines)"
"4942",2016-08-03,"l14_40900",6.105,"Howard","Howard (Red, Purple & Yellow Lines)"
"4943",2016-08-04,"l14_40900",5.729,"Howard","Howard (Red, Purple & Yellow Lines)"
"4944",2016-08-05,"l14_40900",5.724,"Howard","Howard (Red, Purple & Yellow Lines)"
"4945",2016-08-08,"l14_40900",5.517,"Howard","Howard (Red, Purple & Yellow Lines)"
"4946",2016-08-09,"l14_40900",5.789,"Howard","Howard (Red, Purple & Yellow Lines)"
"4947",2016-08-10,"l14_40900",6.085,"Howard","Howard (Red, Purple & Yellow Lines)"
"4948",2016-08-11,"l14_40900",6.152,"Howard","Howard (Red, Purple & Yellow Lines)"
"4949",2016-08-12,"l14_40900",6.318,"Howard","Howard (Red, Purple & Yellow Lines)"
"4950",2016-08-15,"l14_40900",5.673,"Howard","Howard (Red, Purple & Yellow Lines)"
"4951",2016-08-16,"l14_40900",5.886,"Howard","Howard (Red, Purple & Yellow Lines)"
"4952",2016-08-17,"l14_40900",6.009,"Howard","Howard (Red, Purple & Yellow Lines)"
"4953",2016-08-18,"l14_40900",5.731,"Howard","Howard (Red, Purple & Yellow Lines)"
"4954",2016-08-19,"l14_40900",5.794,"Howard","Howard (Red, Purple & Yellow Lines)"
"4955",2016-08-22,"l14_40900",5.296,"Howard","Howard (Red, Purple & Yellow Lines)"
"4956",2016-08-23,"l14_40900",5.634,"Howard","Howard (Red, Purple & Yellow Lines)"
"4957",2016-08-24,"l14_40900",5.806,"Howard","Howard (Red, Purple & Yellow Lines)"
"4958",2016-08-25,"l14_40900",5.75,"Howard","Howard (Red, Purple & Yellow Lines)"
"4959",2016-08-26,"l14_40900",5.755,"Howard","Howard (Red, Purple & Yellow Lines)"
"4960",2016-01-01,"l14_40940",0.675,"Halsted","Halsted (Green Line)"
"4961",2016-01-04,"l14_40940",0.612,"Halsted","Halsted (Green Line)"
"4962",2016-01-05,"l14_40940",0.636,"Halsted","Halsted (Green Line)"
"4963",2016-01-06,"l14_40940",0.614,"Halsted","Halsted (Green Line)"
"4964",2016-01-07,"l14_40940",0.507,"Halsted","Halsted (Green Line)"
"4965",2016-01-08,"l14_40940",0.334,"Halsted","Halsted (Green Line)"
"4966",2016-01-11,"l14_40940",0.454,"Halsted","Halsted (Green Line)"
"4967",2016-01-12,"l14_40940",0.49,"Halsted","Halsted (Green Line)"
"4968",2016-01-13,"l14_40940",0.503,"Halsted","Halsted (Green Line)"
"4969",2016-01-14,"l14_40940",0.539,"Halsted","Halsted (Green Line)"
"4970",2016-01-15,"l14_40940",0.274,"Halsted","Halsted (Green Line)"
"4971",2016-01-18,"l14_40940",0.691,"Halsted","Halsted (Green Line)"
"4972",2016-01-19,"l14_40940",0.656,"Halsted","Halsted (Green Line)"
"4973",2016-01-20,"l14_40940",0.675,"Halsted","Halsted (Green Line)"
"4974",2016-01-21,"l14_40940",0.671,"Halsted","Halsted (Green Line)"
"4975",2016-01-22,"l14_40940",0.68,"Halsted","Halsted (Green Line)"
"4976",2016-01-25,"l14_40940",0.598,"Halsted","Halsted (Green Line)"
"4977",2016-01-26,"l14_40940",0.634,"Halsted","Halsted (Green Line)"
"4978",2016-01-27,"l14_40940",0.633,"Halsted","Halsted (Green Line)"
"4979",2016-01-28,"l14_40940",0.709,"Halsted","Halsted (Green Line)"
"4980",2016-01-29,"l14_40940",0.652,"Halsted","Halsted (Green Line)"
"4981",2016-02-01,"l14_40940",0.319,"Halsted","Halsted (Green Line)"
"4982",2016-02-02,"l14_40940",0.861,"Halsted","Halsted (Green Line)"
"4983",2016-02-03,"l14_40940",0.846,"Halsted","Halsted (Green Line)"
"4984",2016-02-04,"l14_40940",0.773,"Halsted","Halsted (Green Line)"
"4985",2016-02-05,"l14_40940",0.717,"Halsted","Halsted (Green Line)"
"4986",2016-02-08,"l14_40940",0.825,"Halsted","Halsted (Green Line)"
"4987",2016-02-09,"l14_40940",0.797,"Halsted","Halsted (Green Line)"
"4988",2016-02-10,"l14_40940",0.793,"Halsted","Halsted (Green Line)"
"4989",2016-02-11,"l14_40940",0.833,"Halsted","Halsted (Green Line)"
"4990",2016-02-12,"l14_40940",0.735,"Halsted","Halsted (Green Line)"
"4991",2016-02-15,"l14_40940",0.856,"Halsted","Halsted (Green Line)"
"4992",2016-02-16,"l14_40940",0.779,"Halsted","Halsted (Green Line)"
"4993",2016-02-17,"l14_40940",0.848,"Halsted","Halsted (Green Line)"
"4994",2016-02-18,"l14_40940",0.822,"Halsted","Halsted (Green Line)"
"4995",2016-02-19,"l14_40940",0.699,"Halsted","Halsted (Green Line)"
"4996",2016-02-22,"l14_40940",0.777,"Halsted","Halsted (Green Line)"
"4997",2016-02-23,"l14_40940",0.743,"Halsted","Halsted (Green Line)"
"4998",2016-02-24,"l14_40940",0.773,"Halsted","Halsted (Green Line)"
"4999",2016-02-25,"l14_40940",0.742,"Halsted","Halsted (Green Line)"
"5000",2016-02-26,"l14_40940",0.571,"Halsted","Halsted (Green Line)"
"5001",2016-02-29,"l14_40940",0.414,"Halsted","Halsted (Green Line)"
"5002",2016-03-01,"l14_40940",0.826,"Halsted","Halsted (Green Line)"
"5003",2016-03-02,"l14_40940",0.841,"Halsted","Halsted (Green Line)"
"5004",2016-03-03,"l14_40940",0.796,"Halsted","Halsted (Green Line)"
"5005",2016-03-04,"l14_40940",0.712,"Halsted","Halsted (Green Line)"
"5006",2016-03-07,"l14_40940",0.758,"Halsted","Halsted (Green Line)"
"5007",2016-03-08,"l14_40940",0.702,"Halsted","Halsted (Green Line)"
"5008",2016-03-09,"l14_40940",0.694,"Halsted","Halsted (Green Line)"
"5009",2016-03-10,"l14_40940",0.694,"Halsted","Halsted (Green Line)"
"5010",2016-03-11,"l14_40940",0.657,"Halsted","Halsted (Green Line)"
"5011",2016-03-14,"l14_40940",0.808,"Halsted","Halsted (Green Line)"
"5012",2016-03-15,"l14_40940",0.716,"Halsted","Halsted (Green Line)"
"5013",2016-03-16,"l14_40940",0.759,"Halsted","Halsted (Green Line)"
"5014",2016-03-17,"l14_40940",0.694,"Halsted","Halsted (Green Line)"
"5015",2016-03-18,"l14_40940",0.637,"Halsted","Halsted (Green Line)"
"5016",2016-03-21,"l14_40940",0.744,"Halsted","Halsted (Green Line)"
"5017",2016-03-22,"l14_40940",0.825,"Halsted","Halsted (Green Line)"
